Cantidad de Nodos;Cantidad de Ejes;Tiempo generando Mst;Tiempo calculando raiz
22;231;6.9e-05;1.2e-05
22;231;6.9e-05;1.2e-05
22;231;7e-05;1.3e-05
22;231;6.9e-05;1.2e-05
22;231;6.8e-05;1.2e-05
22;231;7.1e-05;1.2e-05
22;231;7e-05;1.3e-05
22;231;6.8e-05;1.3e-05
22;231;6.7e-05;1.3e-05
22;231;6.6e-05;1.2e-05
22;231;6.9e-05;1.2e-05
22;231;6.7e-05;1.3e-05
22;231;6.8e-05;1.2e-05
22;231;6.9e-05;1.2e-05
22;231;6.7e-05;1.3e-05
22;231;7.1e-05;1.3e-05
22;231;7e-05;1.2e-05
22;231;6.7e-05;1.2e-05
22;231;6.8e-05;1.3e-05
22;231;6.8e-05;1.2e-05
23;253;7.4e-05;1.3e-05
23;253;7.8e-05;1.3e-05
23;253;7.6e-05;1.2e-05
23;253;7.6e-05;1.2e-05
23;253;7.6e-05;1.2e-05
23;253;7.7e-05;1.2e-05
23;253;7.6e-05;1.2e-05
23;253;7.5e-05;1.2e-05
23;253;7.7e-05;1.3e-05
23;253;7.6e-05;1.3e-05
23;253;7.5e-05;1.2e-05
23;253;7.6e-05;1.3e-05
23;253;7.6e-05;1.3e-05
23;253;7.5e-05;1.2e-05
23;253;7.6e-05;1.3e-05
23;253;7.5e-05;1.2e-05
23;253;7.7e-05;1.2e-05
23;253;7.4e-05;1.2e-05
23;253;7.6e-05;1.3e-05
23;253;7.6e-05;1.3e-05
23;253;7.5e-05;1.2e-05
23;253;7.6e-05;1.3e-05
23;253;7.4e-05;1.2e-05
23;253;7.6e-05;1.3e-05
23;253;7.3e-05;1.2e-05
23;253;7.5e-05;1.2e-05
23;253;7.4e-05;1.2e-05
23;253;7.6e-05;1.2e-05
23;253;7.6e-05;1.2e-05
23;253;7.6e-05;1.2e-05
23;253;7.8e-05;1.3e-05
23;253;7.6e-05;1.2e-05
23;253;7.5e-05;1.3e-05
23;253;7.5e-05;1.3e-05
23;253;7.6e-05;1.3e-05
23;253;7.5e-05;1.3e-05
23;253;7.5e-05;1.2e-05
23;253;7.5e-05;1.2e-05
23;253;7.5e-05;1.2e-05
23;253;7.4e-05;1.3e-05
23;253;7.7e-05;1.1e-05
23;253;7.5e-05;1.2e-05
23;253;7.5e-05;1.2e-05
23;253;7.5e-05;1.2e-05
23;253;7.4e-05;1.2e-05
23;253;7.5e-05;1.1e-05
23;253;7.6e-05;1.2e-05
23;253;7.5e-05;1.2e-05
23;253;7.6e-05;1.2e-05
23;253;7.5e-05;1.2e-05
24;276;8e-05;1.3e-05
24;276;8.3e-05;1.3e-05
24;276;8.2e-05;1.3e-05
24;276;8.1e-05;1.3e-05
24;276;8e-05;1.2e-05
24;276;8.2e-05;1.3e-05
24;276;8.3e-05;1.2e-05
24;276;8.6e-05;1.2e-05
24;276;8.2e-05;1.2e-05
24;276;8.3e-05;1.3e-05
24;276;8.2e-05;1.2e-05
24;276;8.5e-05;1.2e-05
24;276;8.4e-05;1.2e-05
24;276;8.3e-05;1.3e-05
24;276;8e-05;1.2e-05
24;276;7.9e-05;1.2e-05
24;276;8.3e-05;1.3e-05
24;276;8.3e-05;1.3e-05
24;276;8.3e-05;1.2e-05
24;276;8.3e-05;1.2e-05
24;276;8.7e-05;1.3e-05
24;276;8.7e-05;1.5e-05
24;276;9.3e-05;1.4e-05
24;276;8.3e-05;1.3e-05
24;276;8e-05;1.2e-05
24;276;8.1e-05;1.2e-05
24;276;8.1e-05;1.2e-05
24;276;8.4e-05;1.3e-05
24;276;8.2e-05;1.3e-05
24;276;8.3e-05;1.2e-05
24;276;8.2e-05;1.3e-05
24;276;8.2e-05;1.2e-05
24;276;8.3e-05;1.2e-05
24;276;7.9e-05;1.3e-05
24;276;8.5e-05;1.3e-05
24;276;8.2e-05;1.3e-05
24;276;8e-05;1.3e-05
24;276;8.3e-05;1.3e-05
24;276;8.1e-05;1.3e-05
24;276;8.1e-05;1.3e-05
24;276;8.1e-05;1.3e-05
24;276;8.4e-05;1.3e-05
24;276;8e-05;1.3e-05
24;276;8.7e-05;1.4e-05
24;276;8.3e-05;1.3e-05
24;276;8.3e-05;1.3e-05
24;276;8.2e-05;1.3e-05
24;276;8.1e-05;1.2e-05
24;276;8.1e-05;1.3e-05
24;276;8.1e-05;1.2e-05
25;300;8.6e-05;1.3e-05
25;300;9e-05;1.4e-05
25;300;9.6e-05;1.3e-05
25;300;8.9e-05;1.3e-05
25;300;8.8e-05;1.4e-05
25;300;8.8e-05;1.4e-05
25;300;8.9e-05;1.3e-05
25;300;8.8e-05;1.4e-05
25;300;9e-05;1.3e-05
25;300;9e-05;1.3e-05
25;300;9e-05;1.3e-05
25;300;8.8e-05;1.4e-05
25;300;8.9e-05;1.4e-05
25;300;8.9e-05;1.4e-05
25;300;8.7e-05;1.2e-05
25;300;9.1e-05;1.4e-05
25;300;8.8e-05;1.3e-05
25;300;8.8e-05;1.4e-05
25;300;8.9e-05;1.4e-05
25;300;9.1e-05;1.4e-05
25;300;9e-05;1.3e-05
25;300;9.1e-05;1.4e-05
25;300;8.8e-05;1.3e-05
25;300;8.9e-05;1.3e-05
25;300;9.1e-05;1.3e-05
25;300;9e-05;1.3e-05
25;300;9e-05;1.3e-05
25;300;8.8e-05;1.4e-05
25;300;9.9e-05;1.4e-05
25;300;8.9e-05;1.4e-05
25;300;8.9e-05;1.3e-05
25;300;9e-05;1.3e-05
25;300;9.1e-05;1.3e-05
25;300;8.9e-05;1.3e-05
25;300;8.9e-05;1.4e-05
25;300;8.8e-05;1.3e-05
25;300;9e-05;1.3e-05
25;300;8.9e-05;1.2e-05
25;300;8.9e-05;1.3e-05
25;300;9e-05;1.3e-05
25;300;9e-05;1.3e-05
25;300;9e-05;1.3e-05
25;300;8.9e-05;1.2e-05
25;300;9.1e-05;1.3e-05
25;300;8.8e-05;1.3e-05
25;300;8.7e-05;1.3e-05
25;300;8.9e-05;1.3e-05
25;300;8.9e-05;1.3e-05
25;300;8.8e-05;1.3e-05
25;300;8.7e-05;1.3e-05
26;325;9.5e-05;1.4e-05
26;325;9.6e-05;1.3e-05
26;325;9.9e-05;1.3e-05
26;325;9.7e-05;1.3e-05
26;325;9.6e-05;1.3e-05
26;325;9.9e-05;1.2e-05
26;325;9.7e-05;1.3e-05
26;325;9.7e-05;1.3e-05
26;325;9.9e-05;1.3e-05
26;325;9.5e-05;1.3e-05
26;325;9.5e-05;1.3e-05
26;325;9.8e-05;1.4e-05
26;325;0.0001;1.3e-05
26;325;9.8e-05;1.3e-05
26;325;9.5e-05;1.3e-05
26;325;9.7e-05;1.3e-05
26;325;9.6e-05;1.4e-05
26;325;9.5e-05;1.3e-05
26;325;9.7e-05;1.4e-05
26;325;9.8e-05;1.4e-05
26;325;9.8e-05;1.4e-05
26;325;9.5e-05;1.3e-05
26;325;9.6e-05;1.4e-05
26;325;9.8e-05;1.4e-05
26;325;9.6e-05;1.3e-05
26;325;9.8e-05;1.3e-05
26;325;9.4e-05;1.2e-05
26;325;9.8e-05;1.3e-05
26;325;9.7e-05;1.3e-05
26;325;9.6e-05;1.3e-05
26;325;9.6e-05;1.3e-05
26;325;9.5e-05;1.4e-05
26;325;9.7e-05;1.3e-05
26;325;9.7e-05;1.3e-05
26;325;9.6e-05;1.3e-05
26;325;9.6e-05;1.3e-05
26;325;9.7e-05;1.4e-05
26;325;9.6e-05;1.4e-05
26;325;9.7e-05;1.3e-05
26;325;9.8e-05;1.3e-05
26;325;9.9e-05;1.4e-05
26;325;9.7e-05;1.4e-05
26;325;9.5e-05;1.4e-05
26;325;0.000105;1.4e-05
26;325;9.7e-05;1.4e-05
26;325;9.5e-05;1.3e-05
26;325;9.9e-05;1.3e-05
26;325;9.5e-05;1.3e-05
26;325;9.5e-05;1.4e-05
26;325;9.5e-05;1.4e-05
27;351;0.000106;1.4e-05
27;351;0.000114;1.8e-05
27;351;0.000131;2e-05
27;351;0.000142;2.1e-05
27;351;0.000112;1.5e-05
27;351;0.000103;1.4e-05
27;351;0.000107;1.4e-05
27;351;0.000103;1.4e-05
27;351;0.000103;1.4e-05
27;351;0.000105;1.5e-05
27;351;0.000105;1.5e-05
27;351;0.000107;1.3e-05
27;351;0.000106;1.4e-05
27;351;0.000105;1.4e-05
27;351;0.000103;1.5e-05
27;351;0.000114;1.5e-05
27;351;0.000105;1.4e-05
27;351;0.000105;1.4e-05
27;351;0.000103;1.4e-05
27;351;0.00011;1.3e-05
27;351;0.000104;1.4e-05
27;351;0.000103;1.4e-05
27;351;0.000105;1.4e-05
27;351;0.000102;1.3e-05
27;351;0.000108;1.5e-05
27;351;0.000106;1.4e-05
27;351;0.000106;1.4e-05
27;351;0.000105;1.4e-05
27;351;0.00011;1.4e-05
27;351;0.000106;1.4e-05
27;351;0.000103;1.4e-05
27;351;0.000105;1.4e-05
27;351;0.000102;1.4e-05
27;351;0.000106;1.4e-05
27;351;0.000106;1.3e-05
27;351;0.000105;1.4e-05
27;351;0.000105;1.4e-05
27;351;0.000103;1.3e-05
27;351;0.000103;1.3e-05
27;351;0.000103;1.3e-05
27;351;0.000104;1.4e-05
27;351;0.000105;1.4e-05
27;351;0.000104;1.3e-05
27;351;0.000103;1.4e-05
27;351;0.000103;1.4e-05
27;351;0.000106;1.4e-05
27;351;0.000105;1.4e-05
27;351;0.000104;1.4e-05
27;351;0.000105;1.4e-05
27;351;0.000105;1.4e-05
28;378;0.000114;1.4e-05
28;378;0.000112;1.5e-05
28;378;0.000111;1.4e-05
28;378;0.000111;1.4e-05
28;378;0.000117;1.4e-05
28;378;0.000135;1.9e-05
28;378;0.000142;1.9e-05
28;378;0.000144;2e-05
28;378;0.000138;1.5e-05
28;378;0.000133;1.6e-05
28;378;0.000136;1.9e-05
28;378;0.000153;2e-05
28;378;0.000141;2e-05
28;378;0.000115;1.5e-05
28;378;0.000116;1.4e-05
28;378;0.000111;1.4e-05
28;378;0.000111;1.4e-05
28;378;0.000112;1.4e-05
28;378;0.000111;1.4e-05
28;378;0.000114;1.4e-05
28;378;0.000112;1.4e-05
28;378;0.000113;1.4e-05
28;378;0.000111;1.4e-05
28;378;0.000113;1.3e-05
28;378;0.000116;1.5e-05
28;378;0.000113;1.5e-05
28;378;0.000115;1.4e-05
28;378;0.000121;1.4e-05
28;378;0.00011;1.4e-05
28;378;0.00011;1.4e-05
28;378;0.000117;1.5e-05
28;378;0.000114;1.4e-05
28;378;0.000112;1.5e-05
28;378;0.000113;1.4e-05
28;378;0.000114;1.5e-05
28;378;0.000113;1.5e-05
28;378;0.000112;1.5e-05
28;378;0.000111;1.4e-05
28;378;0.000113;1.4e-05
28;378;0.000113;1.4e-05
28;378;0.000112;1.4e-05
28;378;0.00011;1.4e-05
28;378;0.000112;1.3e-05
28;378;0.000113;1.4e-05
28;378;0.000112;1.4e-05
28;378;0.000115;1.4e-05
28;378;0.000115;1.5e-05
28;378;0.000113;1.4e-05
28;378;0.000111;1.3e-05
28;378;0.000114;1.4e-05
29;406;0.000119;1.4e-05
29;406;0.000117;1.5e-05
29;406;0.00012;1.5e-05
29;406;0.000122;1.4e-05
29;406;0.000119;1.5e-05
29;406;0.00012;1.4e-05
29;406;0.00012;1.5e-05
29;406;0.000121;1.4e-05
29;406;0.000125;1.5e-05
29;406;0.000121;1.5e-05
29;406;0.000121;1.4e-05
29;406;0.000119;1.4e-05
29;406;0.000117;1.4e-05
29;406;0.00012;1.5e-05
29;406;0.000119;1.5e-05
29;406;0.00012;1.4e-05
29;406;0.000119;1.5e-05
29;406;0.000119;1.4e-05
29;406;0.00012;1.4e-05
29;406;0.000122;1.5e-05
29;406;0.000119;1.4e-05
29;406;0.000122;1.5e-05
29;406;0.000119;1.4e-05
29;406;0.000123;1.4e-05
29;406;0.00012;1.4e-05
29;406;0.000123;1.4e-05
29;406;0.000122;1.4e-05
29;406;0.000121;1.5e-05
29;406;0.000122;1.4e-05
29;406;0.00012;1.3e-05
29;406;0.000122;1.5e-05
29;406;0.00012;1.4e-05
29;406;0.000121;1.4e-05
29;406;0.000119;1.4e-05
29;406;0.000123;1.4e-05
29;406;0.000124;1.5e-05
29;406;0.000121;1.4e-05
29;406;0.000122;1.5e-05
29;406;0.00012;1.4e-05
29;406;0.000118;1.4e-05
29;406;0.000118;1.5e-05
29;406;0.000118;1.4e-05
29;406;0.000121;1.4e-05
29;406;0.00012;1.4e-05
29;406;0.00012;1.4e-05
29;406;0.000119;1.5e-05
29;406;0.00012;1.4e-05
29;406;0.000119;1.4e-05
29;406;0.00012;1.4e-05
29;406;0.000121;1.4e-05
30;435;0.00013;1.5e-05
30;435;0.000129;1.5e-05
30;435;0.00013;1.4e-05
30;435;0.000127;1.5e-05
30;435;0.000128;1.4e-05
30;435;0.000129;1.4e-05
30;435;0.000135;1.4e-05
30;435;0.000129;1.5e-05
30;435;0.000129;1.5e-05
30;435;0.000129;1.5e-05
30;435;0.000131;1.5e-05
30;435;0.000129;1.4e-05
30;435;0.000138;1.4e-05
30;435;0.000125;1.6e-05
30;435;0.00013;1.5e-05
30;435;0.000131;1.5e-05
30;435;0.000129;1.5e-05
30;435;0.000129;1.4e-05
30;435;0.000133;1.5e-05
30;435;0.000128;1.5e-05
30;435;0.000133;1.5e-05
30;435;0.000129;1.4e-05
30;435;0.000132;1.5e-05
30;435;0.000129;1.5e-05
30;435;0.000128;1.6e-05
30;435;0.000129;1.5e-05
30;435;0.00013;1.5e-05
30;435;0.000127;1.5e-05
30;435;0.00013;1.5e-05
30;435;0.000129;1.5e-05
30;435;0.000128;1.4e-05
30;435;0.000128;1.5e-05
30;435;0.000132;1.5e-05
30;435;0.00013;1.4e-05
30;435;0.00013;1.5e-05
30;435;0.000128;1.4e-05
30;435;0.000134;1.4e-05
30;435;0.00013;1.6e-05
30;435;0.000132;1.5e-05
30;435;0.00013;1.5e-05
30;435;0.000131;1.5e-05
30;435;0.00013;1.6e-05
30;435;0.00013;1.5e-05
30;435;0.000131;1.4e-05
30;435;0.000131;1.4e-05
30;435;0.000127;1.5e-05
30;435;0.000131;1.5e-05
30;435;0.000131;1.4e-05
30;435;0.000129;1.5e-05
30;435;0.000129;1.5e-05
31;465;0.000142;1.5e-05
31;465;0.000138;1.5e-05
31;465;0.00014;1.6e-05
31;465;0.000138;1.5e-05
31;465;0.000141;1.5e-05
31;465;0.000138;1.6e-05
31;465;0.000135;1.5e-05
31;465;0.000153;1.7e-05
31;465;0.00014;1.6e-05
31;465;0.000137;1.6e-05
31;465;0.000139;1.5e-05
31;465;0.000141;4.6e-05
31;465;0.000141;1.6e-05
31;465;0.000137;1.5e-05
31;465;0.00014;1.5e-05
31;465;0.000141;1.4e-05
31;465;0.000139;1.6e-05
31;465;0.000139;1.5e-05
31;465;0.000137;1.5e-05
31;465;0.000138;1.5e-05
31;465;0.000141;1.5e-05
31;465;0.000144;1.5e-05
31;465;0.000138;1.5e-05
31;465;0.000136;1.5e-05
31;465;0.000137;1.5e-05
31;465;0.00016;2.1e-05
31;465;0.000154;2e-05
31;465;0.00014;1.5e-05
31;465;0.000137;1.6e-05
31;465;0.00014;1.5e-05
31;465;0.000137;1.5e-05
31;465;0.000136;1.5e-05
31;465;0.000147;1.5e-05
31;465;0.000139;1.5e-05
31;465;0.000141;2.4e-05
31;465;0.000138;1.5e-05
31;465;0.00014;1.5e-05
31;465;0.000139;1.5e-05
31;465;0.000142;1.6e-05
31;465;0.000136;1.5e-05
31;465;0.000142;1.5e-05
31;465;0.000139;1.5e-05
31;465;0.000141;1.4e-05
31;465;0.000136;1.5e-05
31;465;0.000138;1.5e-05
31;465;0.000138;1.5e-05
31;465;0.00014;1.5e-05
31;465;0.000139;1.5e-05
31;465;0.000137;1.6e-05
31;465;0.000136;1.6e-05
32;496;0.000146;1.6e-05
32;496;0.000145;1.7e-05
32;496;0.000147;1.6e-05
32;496;0.000144;1.6e-05
32;496;0.000148;1.6e-05
32;496;0.000147;1.6e-05
32;496;0.000145;1.6e-05
32;496;0.00015;1.6e-05
32;496;0.000157;1.6e-05
32;496;0.000143;1.6e-05
32;496;0.000147;1.6e-05
32;496;0.000146;1.6e-05
32;496;0.000149;1.7e-05
32;496;0.000149;1.6e-05
32;496;0.000147;1.6e-05
32;496;0.000149;1.5e-05
32;496;0.000157;1.6e-05
32;496;0.000144;1.6e-05
32;496;0.000147;1.5e-05
32;496;0.000149;1.6e-05
32;496;0.000144;1.5e-05
32;496;0.000144;1.7e-05
32;496;0.000148;1.6e-05
32;496;0.000145;1.5e-05
32;496;0.000145;1.6e-05
32;496;0.000148;1.6e-05
32;496;0.000151;1.6e-05
32;496;0.000148;1.6e-05
32;496;0.000148;1.7e-05
32;496;0.000147;1.6e-05
32;496;0.000146;1.6e-05
32;496;0.000152;1.6e-05
32;496;0.000147;1.6e-05
32;496;0.00015;1.5e-05
32;496;0.000148;1.5e-05
32;496;0.000148;1.5e-05
32;496;0.000153;1.5e-05
32;496;0.000148;1.6e-05
32;496;0.000148;1.6e-05
32;496;0.000147;1.6e-05
32;496;0.000148;1.5e-05
32;496;0.000145;1.7e-05
32;496;0.000148;1.6e-05
32;496;0.000146;1.6e-05
32;496;0.000151;1.7e-05
32;496;0.000152;1.6e-05
32;496;0.000154;1.5e-05
32;496;0.00015;1.6e-05
32;496;0.000149;1.5e-05
32;496;0.000146;1.6e-05
33;528;0.000157;1.6e-05
33;528;0.000154;1.6e-05
33;528;0.000156;1.6e-05
33;528;0.000157;1.5e-05
33;528;0.000158;1.5e-05
33;528;0.000155;1.5e-05
33;528;0.000156;1.6e-05
33;528;0.000159;1.6e-05
33;528;0.000161;1.5e-05
33;528;0.000161;1.5e-05
33;528;0.000157;1.8e-05
33;528;0.00021;2.3e-05
33;528;0.000166;1.7e-05
33;528;0.000156;1.5e-05
33;528;0.000158;1.5e-05
33;528;0.000155;1.6e-05
33;528;0.000156;1.6e-05
33;528;0.000156;1.6e-05
33;528;0.000161;1.6e-05
33;528;0.000172;1.6e-05
33;528;0.000158;1.6e-05
33;528;0.000158;1.8e-05
33;528;0.000204;2.2e-05
33;528;0.000165;1.7e-05
33;528;0.000165;1.6e-05
33;528;0.000159;1.6e-05
33;528;0.000159;1.6e-05
33;528;0.000159;1.5e-05
33;528;0.000158;1.6e-05
33;528;0.000157;1.7e-05
33;528;0.000158;1.5e-05
33;528;0.000158;1.6e-05
33;528;0.000158;1.7e-05
33;528;0.00016;1.7e-05
33;528;0.000153;1.6e-05
33;528;0.000156;1.6e-05
33;528;0.000154;1.7e-05
33;528;0.000155;1.6e-05
33;528;0.000157;1.6e-05
33;528;0.000159;1.6e-05
33;528;0.000156;1.6e-05
33;528;0.000155;1.6e-05
33;528;0.000157;1.5e-05
33;528;0.000156;1.6e-05
33;528;0.000159;1.6e-05
33;528;0.000159;1.6e-05
33;528;0.000155;1.7e-05
33;528;0.000156;1.6e-05
33;528;0.00016;1.7e-05
33;528;0.00016;1.6e-05
34;561;0.000167;1.7e-05
34;561;0.000169;1.6e-05
34;561;0.00017;1.7e-05
34;561;0.000169;1.6e-05
34;561;0.000162;1.6e-05
34;561;0.000168;1.7e-05
34;561;0.000167;1.6e-05
34;561;0.000169;1.6e-05
34;561;0.000168;1.7e-05
34;561;0.000166;1.7e-05
34;561;0.000168;1.6e-05
34;561;0.00017;1.7e-05
34;561;0.00017;1.7e-05
34;561;0.000168;1.7e-05
34;561;0.000169;1.6e-05
34;561;0.000169;1.8e-05
34;561;0.000168;1.6e-05
34;561;0.000171;1.6e-05
34;561;0.000168;1.6e-05
34;561;0.000165;1.6e-05
34;561;0.000166;1.7e-05
34;561;0.000167;1.6e-05
34;561;0.000169;1.6e-05
34;561;0.000172;1.6e-05
34;561;0.000167;1.7e-05
34;561;0.000171;1.6e-05
34;561;0.000171;1.6e-05
34;561;0.000167;1.5e-05
34;561;0.000168;1.7e-05
34;561;0.000168;1.6e-05
34;561;0.000166;1.6e-05
34;561;0.000169;1.6e-05
34;561;0.000167;1.6e-05
34;561;0.000166;1.5e-05
34;561;0.000165;1.6e-05
34;561;0.00017;1.6e-05
34;561;0.000174;1.6e-05
34;561;0.00017;1.6e-05
34;561;0.000168;1.6e-05
34;561;0.000169;1.5e-05
34;561;0.000168;1.7e-05
34;561;0.000169;1.6e-05
34;561;0.000169;1.6e-05
34;561;0.000168;1.7e-05
34;561;0.000166;1.7e-05
34;561;0.000169;1.7e-05
34;561;0.000163;1.7e-05
34;561;0.000165;1.7e-05
34;561;0.000169;1.6e-05
34;561;0.000169;1.7e-05
35;595;0.000178;1.7e-05
35;595;0.000179;1.7e-05
35;595;0.000179;1.7e-05
35;595;0.000177;1.6e-05
35;595;0.000178;1.8e-05
35;595;0.000179;1.7e-05
35;595;0.000181;1.7e-05
35;595;0.00018;1.7e-05
35;595;0.000177;1.7e-05
35;595;0.000182;1.6e-05
35;595;0.000184;1.7e-05
35;595;0.000178;1.7e-05
35;595;0.000178;1.6e-05
35;595;0.000181;1.8e-05
35;595;0.000181;1.6e-05
35;595;0.000184;1.6e-05
35;595;0.000185;1.8e-05
35;595;0.000178;1.6e-05
35;595;0.000178;1.7e-05
35;595;0.000181;1.6e-05
35;595;0.000188;1.7e-05
35;595;0.00018;1.7e-05
35;595;0.000178;1.7e-05
35;595;0.000177;1.7e-05
35;595;0.000175;1.6e-05
35;595;0.000187;1.7e-05
35;595;0.000181;1.7e-05
35;595;0.00018;1.6e-05
35;595;0.000177;1.7e-05
35;595;0.000181;1.6e-05
35;595;0.000179;1.7e-05
35;595;0.000177;1.7e-05
35;595;0.000179;1.6e-05
35;595;0.000177;1.7e-05
35;595;0.000178;1.6e-05
35;595;0.00018;1.7e-05
35;595;0.000176;1.6e-05
35;595;0.000181;1.6e-05
35;595;0.000185;1.6e-05
35;595;0.000179;1.6e-05
35;595;0.000177;1.6e-05
35;595;0.000183;1.6e-05
35;595;0.00018;1.6e-05
35;595;0.000184;1.5e-05
35;595;0.000187;1.6e-05
35;595;0.000181;1.6e-05
35;595;0.000179;1.5e-05
35;595;0.00018;1.6e-05
35;595;0.000186;1.6e-05
35;595;0.00018;1.7e-05
36;630;0.000192;1.8e-05
36;630;0.000187;1.6e-05
36;630;0.000193;1.7e-05
36;630;0.000187;1.7e-05
36;630;0.000193;1.7e-05
36;630;0.00019;1.7e-05
36;630;0.000189;1.8e-05
36;630;0.000187;1.6e-05
36;630;0.000188;1.7e-05
36;630;0.00019;1.8e-05
36;630;0.00019;1.7e-05
36;630;0.00019;1.7e-05
36;630;0.000192;1.8e-05
36;630;0.00019;1.7e-05
36;630;0.000197;1.8e-05
36;630;0.000185;1.7e-05
36;630;0.000189;1.7e-05
36;630;0.00019;1.7e-05
36;630;0.00019;1.7e-05
36;630;0.000194;1.8e-05
36;630;0.00019;1.7e-05
36;630;0.000192;1.8e-05
36;630;0.00019;1.7e-05
36;630;0.000191;1.7e-05
36;630;0.000188;1.7e-05
36;630;0.000191;1.7e-05
36;630;0.000191;1.7e-05
36;630;0.000193;1.6e-05
36;630;0.000191;1.7e-05
36;630;0.000191;1.7e-05
36;630;0.000191;1.7e-05
36;630;0.000192;1.8e-05
36;630;0.000188;1.8e-05
36;630;0.00019;1.7e-05
36;630;0.000195;1.7e-05
36;630;0.00019;1.7e-05
36;630;0.000185;1.7e-05
36;630;0.000188;1.7e-05
36;630;0.000189;1.6e-05
36;630;0.000194;1.7e-05
36;630;0.000188;1.7e-05
36;630;0.000194;1.7e-05
36;630;0.000194;1.7e-05
36;630;0.000187;1.6e-05
36;630;0.000192;1.6e-05
36;630;0.000189;1.7e-05
36;630;0.000193;1.7e-05
36;630;0.000189;1.6e-05
36;630;0.000188;1.7e-05
36;630;0.000202;1.7e-05
37;666;0.0002;1.7e-05
37;666;0.000201;1.8e-05
37;666;0.000204;1.6e-05
37;666;0.0002;1.8e-05
37;666;0.000202;1.8e-05
37;666;0.000203;1.7e-05
37;666;0.000204;1.7e-05
37;666;0.000199;1.7e-05
37;666;0.0002;1.7e-05
37;666;0.0002;1.7e-05
37;666;0.000204;1.6e-05
37;666;0.000202;1.7e-05
37;666;0.0002;1.8e-05
37;666;0.000206;1.7e-05
37;666;0.000199;1.8e-05
37;666;0.000204;1.7e-05
37;666;0.000205;1.8e-05
37;666;0.000202;1.8e-05
37;666;0.000201;1.7e-05
37;666;0.000201;1.8e-05
37;666;0.000197;1.7e-05
37;666;0.000201;1.7e-05
37;666;0.0002;1.8e-05
37;666;0.000199;1.8e-05
37;666;0.000202;1.7e-05
37;666;0.000199;1.8e-05
37;666;0.000203;1.9e-05
37;666;0.000203;1.8e-05
37;666;0.000201;1.7e-05
37;666;0.0002;1.8e-05
37;666;0.000198;1.8e-05
37;666;0.000198;1.8e-05
37;666;0.000199;1.8e-05
37;666;0.000232;1.8e-05
37;666;0.000204;1.7e-05
37;666;0.000206;1.8e-05
37;666;0.000205;1.7e-05
37;666;0.000204;1.7e-05
37;666;0.000201;1.7e-05
37;666;0.000201;1.8e-05
37;666;0.000199;1.8e-05
37;666;0.0002;1.9e-05
37;666;0.000199;1.7e-05
37;666;0.000198;1.9e-05
37;666;0.000205;1.7e-05
37;666;0.000199;1.7e-05
37;666;0.000198;1.6e-05
37;666;0.000205;1.7e-05
37;666;0.000201;1.8e-05
37;666;0.000207;1.7e-05
38;703;0.000287;2.4e-05
38;703;0.000217;1.7e-05
38;703;0.000214;1.8e-05
38;703;0.000214;1.7e-05
38;703;0.00021;1.7e-05
38;703;0.00021;1.7e-05
38;703;0.00021;1.7e-05
38;703;0.000211;1.7e-05
38;703;0.000244;2.2e-05
38;703;0.000244;2e-05
38;703;0.000211;1.8e-05
38;703;0.000217;1.8e-05
38;703;0.00021;1.8e-05
38;703;0.000216;1.7e-05
38;703;0.000208;1.7e-05
38;703;0.000207;1.8e-05
38;703;0.000215;1.7e-05
38;703;0.000215;1.7e-05
38;703;0.000214;1.8e-05
38;703;0.000216;1.7e-05
38;703;0.000216;1.8e-05
38;703;0.00021;1.8e-05
38;703;0.000215;1.8e-05
38;703;0.000226;1.8e-05
38;703;0.000211;1.8e-05
38;703;0.000216;1.8e-05
38;703;0.000214;1.8e-05
38;703;0.000218;1.8e-05
38;703;0.000212;1.7e-05
38;703;0.000213;1.7e-05
38;703;0.000213;1.8e-05
38;703;0.000213;1.8e-05
38;703;0.000216;1.9e-05
38;703;0.000214;1.8e-05
38;703;0.000212;1.8e-05
38;703;0.000211;1.7e-05
38;703;0.000214;1.9e-05
38;703;0.000214;1.7e-05
38;703;0.000211;1.8e-05
38;703;0.00021;1.8e-05
38;703;0.00021;1.8e-05
38;703;0.000212;1.7e-05
38;703;0.000214;1.8e-05
38;703;0.000211;1.8e-05
38;703;0.00021;1.9e-05
38;703;0.000215;1.8e-05
38;703;0.000209;1.8e-05
38;703;0.000214;1.9e-05
38;703;0.000207;1.8e-05
38;703;0.000217;1.9e-05
39;741;0.000229;1.8e-05
39;741;0.000223;1.8e-05
39;741;0.000225;1.7e-05
39;741;0.000222;1.8e-05
39;741;0.000225;1.7e-05
39;741;0.000226;1.8e-05
39;741;0.000227;1.7e-05
39;741;0.000229;1.8e-05
39;741;0.000218;1.8e-05
39;741;0.000222;1.8e-05
39;741;0.000226;1.7e-05
39;741;0.000219;1.7e-05
39;741;0.000232;1.9e-05
39;741;0.000226;1.8e-05
39;741;0.000227;1.8e-05
39;741;0.000226;1.7e-05
39;741;0.000224;1.9e-05
39;741;0.000227;1.8e-05
39;741;0.000222;1.8e-05
39;741;0.000222;1.8e-05
39;741;0.000222;1.7e-05
39;741;0.000228;1.7e-05
39;741;0.000226;1.6e-05
39;741;0.000221;1.8e-05
39;741;0.000228;1.8e-05
39;741;0.000224;1.8e-05
39;741;0.000224;1.7e-05
39;741;0.00022;1.9e-05
